Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Status
dark-brushed-stainless-steel-frame-wine-climate-cabinet-handleless-18--rva428122,"Marco Acero Inoxidable Oscuro sin Manija para Cava 18""","<p>Dark brushed stainless steel frame,wine climate cabinet, handleless, 18"" (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 18.0""</li><li>Acabado: Cepillado</li><li>Modelo: RVA428122</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Cepillado, Bajo pedido, 18.0"", Moneda USD",FALSE,Title,Default Title,RVA428122,shopify,0,continue,manual,1678.78,TRUE,TRUE,draft
dark-brushed-stainless-steel-frame-wine-climate-cabinet-handleless-24--rva428622,"Marco Acero Inoxidable Oscuro sin Manija para Cava 24""","<p>Dark brushed stainless steel frame, wine climate cabinet, handleless, 24"" (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Acabado: Cepillado</li><li>Modelo: RVA428622</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Cepillado, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,RVA428622,shopify,0,continue,manual,1819.76,TRUE,TRUE,draft
dark-brushed-stainless-steel-frame-with-handle-18-wine-column-left-hin-rva421122l,"Marco Acero Inoxidable Oscuro con Manija para Cava 18"" Apertura Izquierda","<p>Dark brushed stainless steel frame with handle, 18"" wine column, left-hinge (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 18.0""</li><li>Acabado: Cepillado</li><li>Modelo: RVA421122L</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Cepillado, Bajo pedido, 18.0"", Moneda USD",FALSE,Title,Default Title,RVA421122L,shopify,0,continue,manual,1958.14,TRUE,TRUE,draft
dark-brushed-stainless-steel-frame-with-handle-18-wine-column-right-hi-rva421122r,"Marco Acero Inoxidable Oscuro con Manija para Cava 18"" Apertura Derecha","<p>Dark brushed stainless steel frame with handle, 18"" wine column, right-hinge (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 18.0""</li><li>Acabado: Cepillado</li><li>Modelo: RVA421122R</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Cepillado, Bajo pedido, 18.0"", Moneda USD",FALSE,Title,Default Title,RVA421122R,shopify,0,continue,manual,1958.14,TRUE,TRUE,draft
dark-brushed-stainless-steel-frame-with-handle-24-wine-left-hinge-laun-rva421622l,"Marco Acero Inoxidable Oscuro con Manija para Cava 24"" Apertura Izquierda","<p>Dark brushed stainless steel frame with handle, 24"" wine, left-hinge (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Acabado: Cepillado</li><li>Modelo: RVA421622L</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Cepillado, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,RVA421622L,shopify,0,continue,manual,2099.13,TRUE,TRUE,draft
dark-brushed-stainless-steel-frame-with-handle-24-wine-right-hinge-lau-rva421622r,"Marco Acero Inoxidable Oscuro con Manija para Cava 24"" Apertura Derecha","<p>Dark brushed stainless steel frame with handle, 24"" wine, right-hinge (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Acabado: Cepillado</li><li>Modelo: RVA421622R</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Cepillado, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,RVA421622R,shopify,0,continue,manual,2099.13,TRUE,TRUE,draft
door-direction-change-kit-18-launching-june-26-rva466100,"Kit de Cambio de Sentido de Puerta 18""","<p>Door direction change kit 18"" (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 18.0""</li><li>Modelo: RVA466100</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 18.0"", Moneda USD",FALSE,Title,Default Title,RVA466100,shopify,0,continue,manual,323.75,TRUE,TRUE,draft
door-direction-change-kit-24-launching-june-26-rva466600,"Kit de Cambio de Sentido de Puerta 24""","<p>Door direction change kit 24"" (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: RVA466600</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,RVA466600,shopify,0,continue,manual,323.75,TRUE,TRUE,draft
door-direction-change-kit-30-launching-june-26-rva466700,"Kit de Cambio de Sentido de Puerta 30""","<p>Door direction change kit 30"" (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Modelo: RVA466700</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,RVA466700,shopify,0,continue,manual,323.75,TRUE,TRUE,draft
door-direction-change-kit-35-5-launching-june-26-rva466900,"Kit de Cambio de Sentido de Puerta 35.5""","<p>Door direction change kit 35.5"" (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RVA466900</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RVA466900,shopify,0,continue,manual,323.75,TRUE,TRUE,draft
door-direction-change-kit-wine-18-launching-june-26-rva466110,"Kit de Cambio de Sentido de Puerta para Cava 18""","<p>Door direction change kit wine 18"" (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 18.0""</li><li>Modelo: RVA466110</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 18.0"", Moneda USD",FALSE,Title,Default Title,RVA466110,shopify,0,continue,manual,323.75,TRUE,TRUE,draft
door-direction-change-kit-wine-24-launching-june-26-rva466610,"Kit de Cambio de Sentido de Puerta para Cava 24""","<p>Door direction change kit wine 24"" (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: RVA466610</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,RVA466610,shopify,0,continue,manual,323.75,TRUE,TRUE,draft
door-lock-for-24-under-counter-wine-climate-cabinet-launching-july-26-ra220010,"Cerradura de Puerta para Cava Bajo Encimera 24""","<p>Door Lock for 24"" Under Counter Wine Climate Cabinet - Launching July '26. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: RA220010</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,RA220010,shopify,0,continue,manual,394.24,TRUE,TRUE,draft
extendable-bottle-tray-oak-wood-18-expressive-series-rvw417-wine-clima-rva491160,"Charola Extensible de Roble para Cava 18"" — Serie Expressive","<p>Extendable bottle tray, oak wood, 18"" Expressive Series RVW417 Wine Climate Cabinet (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 18.0""</li><li>Modelo: RVA491160</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 18.0"", Moneda USD",FALSE,Title,Default Title,RVA491160,shopify,0,continue,manual,407.29,TRUE,TRUE,draft
extendable-bottle-tray-oak-wood-24-expressive-series-rvw467-wine-clima-rva491660,"Charola Extensible de Roble para Cava 24"" — Serie Expressive","<p>Extendable bottle tray, oak wood, 24"" Expressive Series RVW467 Wine Climate Cabinet (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: RVA491660</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,RVA491660,shopify,0,continue,manual,464.73,TRUE,TRUE,draft
flat-duct-adapter-round-90-vertical-dn-150-metal-ad854032,Adaptador de Ducto Plano a Redondo 90° Vertical DN 150,<p>Adaptador Conducto Plano Redondo Vertical Dn 150 Metal Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD854032</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD854032,shopify,0,continue,manual,166.36,TRUE,TRUE,draft
flat-duct-adapter-round-dn-150-metal-ad854041,Adaptador de Ducto Plano a Redondo DN 150,<p>Flat duct adapter round  DN 150  metal. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD854041</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD854041,shopify,0,continue,manual,154.04,TRUE,TRUE,draft
flat-duct-dn-150-metal-ad854010,Ducto Plano Metálico DN 150,<p>Ducto Plano Metálico Dn 150 para Campanas. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD854010</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD854010,shopify,0,continue,manual,281.97,TRUE,TRUE,draft
36-parrilla-nduccion-240-v-cx492612,"Parrilla de Inducción Superficie Completa Home Connect 36"" — Vario Serie 400","<p>Vario 400 Series 36"" full-surface induction cooktop, Home Connect, Gray Glass. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 36.0""</li><li>Modelo: CX492612</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Parrillas,"Gaggenau, Premium, Cocina y Bar, Parrillas, Bajo pedido, 36.0"", Moneda USD",FALSE,Title,Default Title,CX492612,shopify,0,continue,manual,10464.35,TRUE,TRUE,draft
acabados-laterales-para-ocultar-rva423141,Embellecedores Laterales para Columnas de Refrigeración,<p>Embellecedores Laterales Gaggenau para Integración de Refrigeración. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RVA423141</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RVA423141,shopify,0,continue,manual,224.53,TRUE,TRUE,draft
adaptador-de-tubo-dn-200-150-ad704040,Adaptador de Ducto DN 200/150 Metálico,<p>Adaptador de Tubería Metálico Dn 200/150 - Parte de Instalación Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD704040</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD704040,shopify,0,continue,manual,127.93,TRUE,TRUE,draft
air-baffle-para-vl414-con-vg-41-aa414010,Deflector de Aire para VL 414 y VG 414/424,<p>Rejilla de Ventilación Aire Gaggenau para Vl 414 y Vg 414/424. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AA414010</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AA414010,shopify,0,continue,manual,224.53,TRUE,TRUE,draft
anillo-wok-cocina-vi414-vi492-wz400000,Anillo Wok para Parrillas VI 414 y VI 492,"<p>SOPORTE DE ANILLO PARA WOK PARA COCINAS DE INDUCCION VARIO 400 SERIES. MATERIAL MULTICAPA, DISEÑO SEGURO PARA WOK. SOLO PARA MODELOS VI 414 Y VI 492.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: WZ400000</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Parrillas,"Gaggenau, Premium, Cocina y Bar, Parrillas, Bajo pedido, Moneda USD",FALSE,Title,Default Title,WZ400000,shopify,0,continue,manual,561.33,TRUE,TRUE,draft
armario-para-vinos-con-ra420010,Cerradura de Puerta para Cavas de Vinos,<p>Cerradura de Puerta para Unidades de Vino Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RA420010</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA420010,shopify,0,continue,manual,394.24,TRUE,TRUE,draft
armario-para-vinos-madera-ra498640,Estante de Madera para Cava de Vinos,"<p>SOPORTE PARA BOTELLAS DE MADERA DE ROBLE, PANELES DE PUERTA DE ACERO INOXIDABLE OSCURO, SIN ASAS, 35 ½"" DE ANCHO. ADECUADO PARA ELECTRODOMESTICOS DE 24"".. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RA498640</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA498640,shopify,0,continue,manual,140.99,TRUE,TRUE,draft
armario-para-vinos-acero-ra428116,"Panel de Puerta Acero Inoxidable sin Manija para Cava 18""",<p>Panel Puerta de Acero Inoxidable sin Tirador para Vinotecas de 45 cm Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RA428116</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Bajo pedido, Moneda USD",FALSE,Apertura,Izquierda,RA428116,shopify,0,continue,manual,924.24,TRUE,TRUE,draft
armario-para-vinos-acero-ra428116,,,,,,,,Derecha,RA428616,shopify,0,continue,manual,979.07,TRUE,TRUE,draft
armario-vinos-18-acero-panel-m-ra421116,"Panel de Puerta Acero Inoxidable para Cava 18"" Apertura Izquierda","<p>Panel de Puerta de Acero Inoxidable para Vinoteca, Bisagra Izquierda 18 Pulgadas Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 18.0""</li><li>Acabado: Inoxidable</li><li>Modelo: RA421116</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, 18.0"", Moneda USD",FALSE,Title,Default Title,RA421116,shopify,0,continue,manual,911.19,TRUE,TRUE,draft
armario-vinos-bajo-encimera-rw4-ra097600,Kit de Instalación Side-by-Side para RW 404,<p>Kit de Instalación Rw404 Side-by-Side Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RA097600</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA097600,shopify,0,continue,manual,378.57,TRUE,TRUE,draft
armario-vinos-extensible-madera-ra491161,Estante Extensible de Madera para Cava de Vinos,"<p>BANDEJAS PARA BOTELLAS EXTENSIBLES DE ROBLE Y ALUMINIO EN ANTRACITA, 18"" DE ANCHO, ACERO INOXIDABLE, ACCESORIO PARA INSTALACION DE DOS GABINETES CLIMATIZADOS DE VINO. PRECIO: $352.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RA491161</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA491161,shopify,0,continue,manual,407.29,TRUE,TRUE,draft
armario-vinos-filtro-carbon-rw-ra050220,Filtro de Carbón de Repuesto para Cava RW 404,<p>Filtro de Carbón de Reemplazo Gaggenau Rw 404 para Refrigerador de Vinos Empotrado. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RA050220</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA050220,shopify,0,continue,manual,185.37,TRUE,TRUE,draft
armario-vinos-madera-roble-rw-4-ra491661,Estante de Roble para Cava de Vinos RW 46,"<p>BANDEJAS PARA BOTELLAS EXTENSIBLES CON RIELES TELESCOPICOS OCULTOS EN MADERA DE ROBLE Y ALUMINIO SOLIDO EN ANTRACITA. PARA ELECTRODOMESTICOS DE 24"" DE ANCHO. LA BANDEJA SE EXTIENDE PARA FACILITAR SU USO. SKU: RA491661. PRECIO: $407.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RA491661</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA491661,shopify,0,continue,manual,464.73,TRUE,TRUE,draft
armario-vinos-madera-soporte-bo-ra498140,Soporte de Botellas de Madera para Cava,"<p>SOPORTE PARA BOTELLAS DE MADERA DE ROBLE DE 18"", IDEAL PARA DECANTADORES Y BOTELLAS ABIERTAS. SOLUCION DE ALMACENAMIENTO CONVENIENTE.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RA498140</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA498140,shopify,0,continue,manual,114.88,TRUE,TRUE,draft
armario-vinos-acero-manija-izqu-ra421616,"Panel de Puerta Acero Inoxidable con Manija para Cava 24"" Apertura Izquierda",<p>Panel de Puerta Inoxidable Izquierdo 24 Pulgadas Gaggenau para Climatizador de Vinos. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RA421616</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA421616,shopify,0,continue,manual,979.07,TRUE,TRUE,draft
armario-vinos-acero-panel-ra421117,"Panel de Puerta Acero Inoxidable con Manija para Cava 18"" Apertura Derecha",<p>Panel de Puerta Inoxidable Derecho con Manija para Vinoteca 18 Pulgadas Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RA421117</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, Moneda USD",FALSE,Versión,RA421117,RA421117,shopify,0,continue,manual,911.19,TRUE,TRUE,draft
armario-vinos-acero-panel-ra421117,,,,,,,,RA421617,RA421617,shopify,0,continue,manual,979.07,TRUE,TRUE,draft
armario-vinos-porta-4-copas-tal-da043000,Portacopas para 4 Copas Lavavajillas Tall Tub,"<p>SOPORTE PARA COPAS LARGAS, CAPACIDAD PARA 4 COPAS. POSICIONAMIENTO SEGURO EN LAVAVAJILLAS. LIMPIEZA OPTIMA.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: DA043000</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,DA043000,shopify,0,continue,manual,57.44,TRUE,TRUE,draft
asador-aluminio-fundido-hornos-gn340231,Asador de Aluminio Fundido GN 2/3 para Hornos GO/GS,<p>Asador de Aluminio Gaggenau para Hornos GO/GS (GN 2/3). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: GN340231</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Asadores,"Gaggenau, Premium, Exterior, Asadores, Bajo pedido, Moneda USD",FALSE,Title,Default Title,GN340231,shopify,0,continue,manual,840.69,TRUE,TRUE,draft
bandeja-de-hielo-pequena-para-ra448220,Charola de Hielo Pequeña,"<p>CONTENEDOR DE ALMACENAMIENTO DE HIELO PEQUEÑO, COLOR NEUTRO, PARA ANGULO DE APERTURA DE PUERTA DE 90°. INCLUYE SET DE TAPAS PARA AGUJEROS DE TORNILLOS. IDEAL PARA DECANTADORES Y BOTELLAS ABIERTAS.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RA448220</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Máquinas de hielo,"Gaggenau, Premium, Cocina y Bar, Máquinas de hielo, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA448220,shopify,0,continue,manual,154.04,TRUE,TRUE,draft
bandeja-de-vidrio-24-ba046118,"Charola de Cristal 24"" para Hornos GS, GM y GO","<p>Bandeja de Cristal Gaggenau para Hornos Serie GS, GM y GO 24"" (Reemplaza BA046117). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: BA046118</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,BA046118,shopify,0,continue,manual,281.97,TRUE,TRUE,draft
bandeja-hornear-24-esmaltada-r-ba026116,"Charola de Horneado Esmaltada 24""","<p>BANDEJA DE HORNEADO ESMALTADA PARA HORNO DE 24"", REEMPLAZA MODELO BA026115, A PARTIR DE OCTUBRE DE 2025. RESISTENTE Y FACIL DE LIMPIAR.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: BA026116</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,BA026116,shopify,0,continue,manual,167.09,TRUE,TRUE,draft
bandeja-para-freidora-n-a-n-a-n-ba020110,Charola para Freír y Asar al Aire,<p>Bandeja para Freír y Asar al Aire Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: BA020110</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Bajo pedido, Moneda USD",FALSE,Title,Default Title,BA020110,shopify,0,continue,manual,185.37,TRUE,TRUE,draft
bandeja-para-horno-30-bo-48-ba028115,"Charola de Horno 30"" para BO 48 y BX 48","<p>Bandeja de Horno de Respaldo para Hornos 30'' Gaggenau BO 48 y BX 48. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Modelo: BA028115</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Hornos,"Gaggenau, Premium, Cocina y Bar, Hornos, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,BA028115,shopify,0,continue,manual,281.97,TRUE,TRUE,draft
